Words,Word_Counts
Justice,17.816560213008678
Labor,24.6666621813429
Law,55.42045397321013
Management,29.48725708950705
March,14.945703180250263
National,93.33939420390726
Nationality,24.360268859876786
Native,14.826097649013871
October,13.787349897204463
Office,48.363813241389906
Paragraph,14.320758003111004
Plan,14.758138001795318
Policy,13.535918870215657
President,44.00288563858068
Prevention,21.31003093279098
Program,37.10280943340684
Protection,30.088755419636403
Public,67.75073698391945
Reform,8.228156686787884
Register,8.569019946406817
Regulations,20.86453018662344
Relations,11.131973362809356
Representatives,33.13895298323723
Research,15.658853045079455
Resources,12.446882802366055
Revenue,52.20734891517081
Rights,14.259207716045136
Safety,15.13079173914575
Science,15.03913255489325
Security,75.44706706088304
Self,6.539256064190384
Senate,40.25358109957529
September,24.7630909905257
Service,49.9229837147532
Services,40.37291186489729
Small,22.008916780926555
Social,44.57538224665879
Standards,9.832081960098696
Stat,42.371405387775226
State,138.43677200665672
System,20.084247023919726
Technology,11.962266768429311
Trade,21.597090015107366
Transportation,28.437547221506396
Treasury,26.694875632715682
Tribal,16.62159391617305
Tribe,22.334725786677648
Tribes,13.428037789814528
Urban,11.166817509335578
Veterans,50.98301691756563
ability,13.59874718518815
able,7.271638283501432
abuse,15.64297398258463
academic,12.210089389427736
accept,10.873081498716363
access,38.03239714978766
accessible,8.672720992722162
accord,10.299835455260316
accordance,36.94876344612797
account,34.138110546349566
achieve,11.077359173125766
acquire,15.233551434355004
acquisition,11.542860283438719
act,32.2457109727591
action,53.141945500569484
active,15.576051601815255
activity,67.10919428948976
actual,5.866269713284541
add,85.74461402200865
addition,14.221353564460776
additional,24.65283931899062
address,26.310726030607963
adequate,6.202866808920744
adjust,11.859247699853707
adjustment,12.518644293012636
administer,21.185781998110365
administration,11.90334374606552
administrative,18.71861418097895
adopt,11.58287233331293
adoption,6.747089097629009
adult,11.597444543588091
advance,15.34737068396351
advanced,12.379680214410461
adverse,7.861310502067623
affect,22.089471032207584
age,27.394351340174666
agency,111.7912375112183
agent,13.68311257845058
aggregate,10.158400322621683
agree,9.775835217572775
agreement,45.57373732080816
aid,10.851448268182008
air,20.281523583426416
allocate,9.167611078853477
allocation,7.993933799535268
allow,24.250872762102716
alternative,11.029320460449952
amendment,61.80288496626649
american,14.857278969753427
amount,49.35875610431919
analysis,18.160583164097446
analyze,5.236538855718226
annual,18.313063321905904
annually,13.010773049508108
appeal,10.802006757225737
appear,19.192870871263267
applicable,53.41357737025401
applicant,23.17252558402114
application,56.77471316338094
apply,73.38240323639685
appoint,22.772010167526386
appointment,8.254950691673196
approach,8.846195351459075
appropriation,19.282932084398333
approval,16.828212039431776
approve,26.096250394069422
approximately,16.139770431024857
area,55.95409466984956
arise,7.583253576073653
arrangement,11.892547141736518
assess,14.520509536911767
assessment,27.72228503119627
asset,13.894583464085965
assign,10.173508423878081
assist,17.598773417700514
assistance,57.25738642116411
associate,19.4420878032478
association,10.027019660868707
attempt,14.28383809809729
attorney,10.846254598800272
authority,38.15692519645287
authorization,12.102930005971539
authorize,49.59034244134921
availability,10.701656938563778
available,73.33005884691389
average,11.927841653569741
avoid,5.457482318136792
award,48.99149068966081
awareness,8.495356014999501
balance,9.587782632509246
barrier,11.043180944241312
base,52.07907868038387
basic,8.496701645313882
basis,23.905726815486403
bear,9.533452812826946
begin,49.25888996718851
beginning,6.646545168168207
behalf,13.141725661245
believe,7.172960338122742
benefit,44.13635531507188
board,12.008405483813599
body,9.089696914949185
bring,13.375204068388669
budget,16.20437979600458
build,9.210452181224474
building,17.118450214572867
burden,5.417919514707976
business,41.82585114581291
c,44.72238474927785
calculate,7.512738390314222
calendar,30.23137774888933
capability,13.267235654623903
capacity,17.105300258039023
capital,10.600145488359043
care,67.48390879375715
career,12.109625422853176
carry,72.27883926545184
case,58.06296253976497
category,11.911734033999242
cause,21.278910756952488
center,27.4655058109734
certain,10.110062783477757
certification,19.188698889457314
certify,16.324405828331304
chain,11.74885822838491
challenge,10.067405525216998
change,26.863948252182656
chapter,51.489658946566756
charge,18.094677272327637
child,68.90023855003983
circumstance,12.260610130470978
citizen,16.080391401990738
civil,24.616835771340963
claim,28.56465933040643
class,12.883069754536786
clause,69.2195978021801
clear,6.985910798875538
close,7.580084012302535
collaboration,7.851674345170039
collect,18.580865076415403
collection,12.210011670101304
college,10.960114049941936
color,7.82813415629334
combination,4.163568115916527
commence,7.880889707997591
comment,7.788341793829829
commerce,13.48992051186468
commercial,16.23902502957906
commit,14.096703667502151
commitment,7.22760592823522
committee,34.43872254791574
common,8.397758485009385
commonly,15.683681345808498
communication,19.99164220516024
community,63.61533649536063
company,25.49939591193653
compare,7.418232373643028
compensation,17.930152709249274
competitive,9.990516641812622
complete,22.733994936971218
completion,10.31239834136411
compliance,15.371984020772327
comply,16.748469128075243
component,18.174036224870665
compose,4.464337149082996
comprehensive,11.335578835303581
comprise,6.31900751929698
concern,21.034529421197437
condition,31.726816539317284
conduct,51.15757325840317
conflict,7.632206376271666
congressional,21.22493179777221
connect,9.711475134754432
connection,13.904956818300251
consent,14.39904360091101
consider,33.4154296640173
consideration,15.413950052157489
consist,8.235677426686728
consistent,16.578414599593977
constitute,8.559212610004252
construction,20.869775183901996
construe,19.720949875811268
consult,11.311727128200667
consultation,24.329199978829394
consumer,23.65198118466208
contact,11.005982877094644
contain,26.45294591983099
content,19.140985083647674
continue,19.85333070611537
contract,37.310551118573606
contractor,14.752684362427143
contribute,9.438900322062613
contribution,20.93248939069473
control,28.518274170199376
cooperation,8.059223206361084
cooperative,12.569592013822012
coordinate,15.387991504130888
coordination,18.840415132482605
copy,6.108442865623595
corporation,17.27014511897172
cost,54.25790819877613
country,46.96696933096211
county,10.680416982731057
course,10.209673022778205
court,37.632041932648875
cover,90.90923516954904
coverage,25.504413389150603
create,18.07595215001708
creation,5.7319622140258994
credit,36.98483889621367
criminal,15.49768148179446
criterion,14.393693613312143
critical,17.88762225574775
cultural,7.194921881075828
current,15.253539147505002
d,36.51656645164381
damage,11.96612056089369
data,7.318338505737427
datum,50.1940956954027
day,75.16878649824785
death,21.24883715380296
decision,17.16192617506638
declare,11.996569833190035
deem,19.860240743544864
defense,17.787652011258594
define,53.54940975147533
definition,7.0570803582429935
degree,10.983567007876648
delay,7.127031457566634
deliver,8.385048968181216
delivery,11.075073628862269
demand,9.219038478766187
demonstrate,15.597249794938437
demonstration,11.143613191441185
deny,11.038290072739555
department,20.04924242248409
deposit,12.854292916864365
derive,8.036135209390327
description,24.057082950145894
design,19.256245331858654
designate,42.470919437960596
designation,12.813857762161547
desire,4.083414709265982
detail,8.803629604130297
detailed,7.668028045439667
determination,27.901368195388862
determined,8.887463305604266
develop,44.44834793282705
development,41.31255564497968
device,22.896613603068268
different,6.56506133476203
digital,13.20084638475343
direct,21.577128772643437
directly,18.516449138787237
disability,25.29237851392106
disaster,19.422779152076217
disclose,9.733681795559573
disclosure,13.146365757807423
discretion,4.344156806123029
disease,23.694204169689748
disseminate,6.079985225342799
distribute,13.676984771869195
distribution,17.2303910811012
district,15.361410400885493
diverse,5.165083967484183
division,15.285103763773272
document,23.911786292567097
documentation,9.373771317843579
dollar,13.279518569573803
domestic,22.999735088916637
drug,45.05292935272501
duration,6.491777959269919
duty,24.342172666973415
e,28.78317581785853
early,17.187227558999364
economic,24.327130669945078
economy,8.199737969144573
education,47.369986547594266
educational,34.59780363890168
effect,47.36372363670315
effective,22.675961450140143
effectively,4.99435782653285
effectiveness,10.637977183864153
efficiency,8.756067754402984
effort,27.04935750653457
elect,11.242879236374236
election,31.504194350433526
electronic,11.993843133179828
element,9.583996354411168
eligibility,13.60706359140241
eligible,99.58621394579411
eliminate,6.384646443530158
emergency,44.01400810692444
employ,14.069151911085392
employee,61.17928835868091
employer,31.730372830842175
employment,26.846463530730354
enable,12.139919801898744
enact,13.277246721547451
encourage,10.695956021065046
energy,32.30510577112823
enforce,11.539208787777653
enforcement,35.97650555908979
engage,22.299521917932346
engagement,8.813250727613147
enhance,13.739278704910133
enrol,14.145361825210621
enrollment,12.814229007576923
ensure,38.86051555222452
enter,29.733663311845774
entitle,19.40850257648966
entity,108.32135632593406
entry,11.25777735710991
environment,7.135110341258505
environmental,23.88107301077519
equal,25.236433053783216
equipment,25.204235055463226
equity,6.91984520946013
equivalent,8.682187386931268
essential,7.050191406950491
establish,76.48720170420175
establishment,12.27533843670398
estimate,16.27499148785622
et,44.5152798335379
ethnicity,5.80902597933258
evaluate,12.191743277597839
evaluation,17.570325303473442
event,16.437799742101678
evidence,21.199862522023754
exceed,25.80916342102998
excess,7.881989428152995
exchange,11.268894667460124
exclude,11.775651834746062
executive,18.44658859559926
exempt,9.71305460308323
exercise,14.573815157188879
exist,24.683450990671794
expand,16.865267241790516
expect,7.119218342699759
expend,13.874186325589392
expended,6.9702882362463985
expenditure,14.268802702490701
expense,23.40179308411472
experience,19.240774790258897
expert,8.569635938567847
expertise,9.44001505743657
explanation,5.299893848435407
express,6.160705579361539
extend,10.694512553283328
extension,7.7522754045425915
extent,28.509009753692347
f,15.156760848372889
face,10.834338034669626
facilitate,13.739528113276423
facility,64.15021697953195
fact,6.687399280023796
factor,13.332193750768829
fail,10.8458736657299
failure,8.883791163622814
fair,8.364486620027966
family,35.14512664308685
federal,65.73222726166776
federally,8.638007775583505
fee,24.99607200632299
few,10.453612180749648
field,9.34349213058198
file,25.071324550654104
final,19.6956597378236
finance,7.106919549141295
financial,29.747422591522707
find,23.093384034090423
finding,17.790784598291022
fiscal,79.94116775499158
focus,10.547325346333018
food,26.677477969363633
force,25.801388232442484
foreign,49.30155854309703
form,21.16722040959974
forth,13.123258678288297
foster,8.023307852482866
free,12.143404325560235
frequently,8.832901561630766
fuel,22.371861835374812
fully,8.228417664534135
function,12.143116107132125
fund,75.1276038143105
funding,23.62842065380745
furnish,22.791280347200832
future,14.45520200722499
g,18.246917614052947
gap,7.580957962581099
gas,21.522016326624133
gender,14.231495775027588
general,20.576077198418453
generate,6.046331099375517
geographic,8.676235674299472
give,36.767989042243144
global,10.876388854550745
goal,12.295199091705124
good,28.08187482887827
govern,6.002357614851398
government,49.29486310444391
governmental,9.176709051411283
grant,110.59660906919044
great,15.977333987643398
gross,13.555538221423554
ground,7.390215760155958
group,32.46327954857744
growth,5.869193753167829
guarantee,10.713869097160298
guidance,20.138578368463893
guideline,10.609747529843192
h,12.664693268886227
harm,10.049109600988993
have,10.288554726923048
head,29.65131556552423
heading,14.286015841891995
health,107.55135029982455
hearing,10.802093654889958
help,12.988042555809537
high,44.38461304234799
hire,8.09713014911182
history,10.117157995562925
hold,21.36655655631871
home,21.24909758175032
hospital,19.285700168369633
hour,16.146641900502882
household,11.785152205033924
housing,27.182540496103424
human,23.845270752626202
identification,12.855762942230983
identify,41.165327442799345
identity,10.674069740827582
ii,24.965011819002296
iii,12.67655548975852
immediate,6.085781182753441
immediately,9.320766180624345
impact,28.96532187263302
implement,31.77236021679165
implementation,19.717492912268792
impose,27.02587479847121
improve,29.35920374589366
improvement,13.494586445460726
inclusion,5.046022885661968
income,32.00896399432748
incorporate,10.090263764043161
increase,40.40785887362002
incur,13.617096247997253
independent,11.471925433841761
indian,27.735431350549295
indicate,5.879649027883504
indirectly,8.296403287396675
individual,140.36983891697298
industry,20.571131951034967
inform,10.430319850105196
information,85.16991654318767
infrastructure,27.32355014858662
initial,9.993204588551977
initiate,7.732745804915132
initiative,8.450889186654328
injury,16.4681345167043
innovation,8.646573053305739
input,5.3570773142997234
insert,176.7126071027506
inserting,37.78565276176298
inspection,11.232272248643968
institution,61.178160457878356
instruction,7.919423410884988
insurance,24.71410131006149
integrate,8.565931729783626
intelligence,13.336839377846752
intend,11.826869361113788
interest,38.04643768521665
international,21.331566309244973
internet,16.69025902818118
investigation,15.480122075392726
investment,25.52921260800046
involve,20.374373533041226
issuance,9.345502847103118
issue,50.802641401805836
item,38.425057048949654
iv,8.305312913650678
job,14.775783706770497
joint,19.025003914586765
jointly,5.893589665267023
judicial,10.931746431803555
jurisdiction,25.18437429384877
justice,13.269766237411197
key,6.344368776345739
know,30.289812377289884
knowledge,8.271912741065256
labor,17.688488919788778
lack,6.812484642591375
land,62.920583798190094
language,13.54975293887143
large,10.971374066708
law,90.81783138471988
lead,19.866133963956077
leader,11.491814784803276
learn,6.467356560910229
lease,17.76010536356229
leave,11.317630232582188
legal,18.653846465345364
legislation,6.602210446685228
legislative,7.014682781998696
level,24.818487254567884
leverage,5.125806528855886
liability,7.315691768191337
license,20.50636518381383
life,17.420442529550527
likely,8.884071480315727
limit,20.40757701609405
limitation,15.368848644970164
line,11.662674586301433
list,26.478547545005377
live,15.010395880819736
loan,46.04295359403586
local,61.013304272049375
locate,33.23083251392231
location,18.89972606408935
long,18.879853245393534
loss,13.40062940189847
low,19.720335161121533
maintain,23.16032821502047
maintenance,12.718610433757515
major,13.034744344725729
majority,7.791144702396049
make,22.681923267412493
manage,11.513415686698675
management,35.96118782502733
manner,24.644566905701385
manufacture,14.509210759612785
manufacturer,19.32029712278565
manufacturing,17.80231110916749
map,27.553849841599988
market,22.021951971226024
material,30.89937472114483
matter,29.94076135355026
maximum,10.970841443902525
meaning,34.13419003752202
measure,22.01769254463406
mechanism,7.341413956707048
medical,43.25525531637692
medium,13.985923076652622
meet,31.838368478447926
meeting,8.415422647275298
member,71.31792304820307
mental,26.783974648063513
method,14.27481749142061
methodology,6.695749912405827
military,31.622555638095562
minimum,14.265014950355654
minority,15.807834854796946
mission,12.086143469030644
mitigate,8.89209223819141
mitigation,8.65060389185296
model,15.676910511338729
modification,9.269093519341563
modify,11.688114629734732
money,9.689771455988032
monitor,7.632627583398513
monitoring,8.643784814630346
month,30.619186223321414
multiple,9.544133133273547
national,42.551543787520224
natural,18.12511022122517
nature,5.966863474508855
near,6.256390625663186
necessary,38.94897497258338
need,34.30433315863201
net,8.359616955995742
network,14.511864126485253
new,59.13888485333475
non,25.66026355297046
nongovernmental,8.22137692836147
nonprofit,16.54674260438921
note,30.77075561038252
notice,21.322315131555765
notification,10.47376855429296
notify,10.521582903771657
notwithstanding,34.59598405873479
number,42.57626487863115
objective,9.33643433041301
obligate,9.096016861048879
obligation,21.35815756707112
obtain,19.79672481704113
occur,18.095927022191773
offer,16.79994295312303
office,22.611783767323338
officer,37.69116466710295
official,27.768063489709338
old,12.01583486374383
ongoing,6.189987637976297
online,17.542557174782527
open,10.307894969538511
operate,21.020597686127054
operation,28.105825952654126
operational,6.970858632546358
opportunity,22.822354745212618
option,11.874535743882902
order,41.7534705585745
organization,59.37183009364564
organize,5.933240244790777
original,7.487249235808547
outcome,16.23395670130288
outreach,9.749240520188495
outside,10.472631178134638
overall,5.349447076578526
oversight,6.291453749745976
own,17.653545990062558
owner,15.82385190276136
ownership,6.886187401771269
pandemic,18.64955810467248
parent,17.978453569488753
participant,14.136938983990945
participate,28.30103478934014
participation,15.57103740694538
particular,8.152925837537262
particularly,8.067678903146842
partner,19.241283520191995
partnership,25.505903302492353
party,23.299505642062954
patient,23.93611054147998
pay,43.78298771031359
payment,53.2567685501509
penalty,13.14041541653124
people,24.130293439845232
percent,59.92052264152433
percentage,19.704403023236054
perform,23.119849759120335
performance,17.985338816869163
period,79.60237544073354
permanent,12.877676869515556
permit,24.178424302592436
person,84.90050693680158
personal,16.65716652413765
personnel,19.44130375303425
physical,20.788953645654175
pilot,27.132175129071598
place,33.85374297796584
plan,79.36347163417514
planning,17.33205378396318
point,12.950138700658947
policy,39.86144710752162
political,21.76503041394831
population,23.69477963049843
portion,17.768406353970448
pose,6.354328148856868
position,24.568144267583126
possession,12.737686940662682
possible,8.738980148727917
post,11.642932176978665
potential,15.809209404307339
poverty,7.550245248006998
power,18.165027895898394
practicable,15.88802370272718
practice,35.89914609667484
pre,6.7821512744373305
precede,31.324997256022478
prepare,14.629136330591018
prescribe,19.56186747110569
present,12.359725485874625
preserve,7.678404699931557
prevent,24.997062499118186
prevention,16.453530801217205
previous,10.863864058999946
previously,7.364635676241951
price,16.509008276989995
primarily,5.599356123204517
primary,14.86430081650756
principal,13.88571868151961
prior,18.587939851078747
prioritize,7.470675852885019
priority,15.111431025170845
privacy,7.883842398869077
private,26.765520640860625
procedure,23.34710901863812
proceed,7.835567080656397
proceeding,15.094644871335372
process,31.62781389082062
processing,9.36685231927288
produce,16.95985013293282
product,45.52082845991362
production,17.053406333623954
professional,23.671246588225287
profit,5.80328684542853
program,145.7471933285342
progress,8.607523753796688
prohibit,20.35962102310734
project,88.7336566020246
promote,20.8509483798678
promulgate,17.21222771029631
property,51.18375753795307
proposal,8.736720795444384
propose,22.22310454028217
protect,22.991828429291488
protection,19.865846190552627
provider,44.20869430313815
provision,51.750620850461274
public,73.21554453515506
publicly,14.862589042511056
publish,22.79216737356646
purchase,18.868226464641676
pursuant,50.920827757816745
qualified,48.896213816126654
qualify,13.00197724014832
quality,18.872827484096085
race,13.650172893764308
racial,10.543573298997348
range,8.463696935271441
rate,35.48572823426329
reach,7.294462801009049
read,22.10976461378604
real,10.742966623226264
reason,16.79365720766581
reasonable,15.089243999279878
reasonably,10.46814417460581
receipt,12.456269641713797
receive,68.8799743309054
recent,10.826481056399674
recipient,24.693066558733367
recognize,16.684808294640245
recommend,9.335472372261105
recommendation,34.2600103596928
record,30.607648729919642
recover,6.386820890053583
recovery,10.423089451153642
redesignate,46.55541978991169
reduce,28.06930159308443
reduction,16.824831031473575
refer,41.04448727912245
reference,34.41826489463887
reflect,5.943775052120582
regard,14.964456773541693
regardless,8.973175859607617
region,15.591131181332527
regional,13.606919543687372
register,13.350804255678682
regular,8.96499042167751
regulation,54.038179376860654
regulatory,10.277126635449108
reimbursement,7.738018125991703
relate,71.49372936503421
related,12.7993473720267
relationship,7.566612567658479
relative,6.213940346720732
release,13.692532534214074
relevant,29.31617349752813
relief,13.777243880425196
remain,24.912840528571895
remedy,6.747935645907605
removal,11.484640143059625
remove,12.252927955408882
report,85.8205756072262
reporting,14.669354460215418
represent,13.27810770381951
representation,5.1074468571955185
representative,18.295556150503582
request,34.7705280577531
requirement,60.96152267819689
research,44.72582656275612
reserve,10.723855668936325
reside,7.285704083796541
residence,11.625806343279141
resident,16.28779389463546
resolution,18.054304262251996
resource,30.723144065018843
respectively,23.353868075895154
respond,12.575055108403378
response,20.440101123605867
responsibility,12.752533256025309
responsible,11.274752136349505
restore,7.401946121446808
restrict,7.078605373560781
restriction,8.804169497481737
result,34.295118362664745
retain,7.602009494761314
return,19.675403058558892
revenue,12.48733348200287
review,34.63476996389597
revise,8.533231489928806
right,42.55484157485542
risk,39.11017491524261
role,9.580701698718347
rule,39.14760051316571
rural,22.25759264856654
safe,8.12898205467616
safety,28.049196481345597
sale,21.807043330137983
satisfy,7.437033469231895
scale,6.592793089701366
schedule,11.062917938384697
school,58.436044159390796
science,12.706628918111758
scientific,8.809935051180354
scope,5.288705776680505
second,16.21696112081454
secondary,12.705908068265215
sector,18.44065108370778
secure,10.724658207002163
security,42.945394136013846
seek,20.874680767918708
select,16.018157379271308
self,8.460043572308226
sell,15.158975182896064
semicolon,16.508022835224253
senior,9.951485529766297
sense,10.775624871221446
sentence,31.657256397250148
separate,10.74183087077584
seq,44.42689629393894
serve,38.02357328733272
service,129.3484553433334
set,20.75109571394762
severe,7.3500120667908355
sex,13.158814441710192
sexual,19.66524613399623
share,20.19879942678754
sharing,9.214626255948362
show,5.228152515901946
sign,8.39967961389153
significant,14.492167924705663
similar,16.973534255030405
single,11.819736148447152
site,15.4207215015442
size,4.986519206252243
skill,9.645039989797787
small,20.775217077512732
social,18.19808682134455
solely,10.884795912175946
soon,7.1843236803650345
source,16.035404770127222
special,13.80494421175659
specific,17.120367367713527
specifically,6.616648684963285
specify,24.74017121098798
sponsor,14.363045629912103
staff,13.04867075475905
stakeholder,10.823186753050281
standard,33.287585992088154
state,64.47206355306676
statement,20.00073771424339
status,24.975954607075167
step,6.79910846618605
strategic,8.222087715955613
strategy,21.120623403474358
strengthen,8.020607285517134
strike,191.453948572213
structure,10.214331758058028
student,56.25100373079865
study,33.93259685358062
subchapter,17.406995835465604
subclause,25.087829265697156
subdivision,12.050645349474207
subject,44.551727407592196
submission,9.580260427338684
submit,70.23751389940082
subpart,10.696358153996089
subsequent,10.166468582913618
substance,30.140557935002377
substantial,8.076415218885327
substantially,7.400809699266147
substitute,10.054497945810317
subtitle,11.951170863121986
success,5.352433196493282
successful,5.216529746074912
successor,19.180302564307915
sufficient,10.680996814034382
sum,15.309391155117101
summary,7.095061599622436
supplement,7.220982566213946
supply,22.317835595005736
support,63.47050775400162
survey,9.046725231890772
sustain,6.669583665473125
system,50.10409527521786
table,19.26138279077475
take,24.210913654454995
target,14.0822120041593
tax,25.256048157993106
taxable,48.68826346666349
taxpayer,26.478929769489962
technical,19.401895726305582
technology,45.05358975950507
temporary,7.982379201111685
terminate,12.237377851845423
termination,7.408064609438695
territory,14.208173095130089
test,17.915139940595292
testing,12.62321610192843
thereof,15.424922034018476
threat,15.723200161791187
threaten,6.3084657242497
time,46.274332687757095
timely,7.2489349123685125
tool,12.089378160610508
total,26.091482338119313
track,6.2840055734105995
trade,16.466282332851662
train,8.908031447290652
training,44.646128820534706
transaction,16.237432550333004
transfer,31.58023429485271
transition,7.124095224055823
transmit,7.465544725231804
transport,14.66561866051125
transportation,25.728268805055546
travel,18.446975039551848
treat,21.72431132690671
treatment,28.96814391243264
tribal,25.065682677726166
tribe,11.6527929240129
trust,13.375909998250043
type,14.746375688929152
understanding,5.569099919151629
undertake,5.008520262701525
unit,36.18116057449999
unlawful,8.334596652919227
update,16.487280895036054
urban,8.511326427058021
use,75.7555583244444
user,18.307693829407874
utilize,7.158104017165944
v,9.310179005180633
valid,8.794655995485797
value,18.654926557986922
vehicle,38.34853318409287
veteran,44.13697669641172
violate,15.39269362794237
violation,33.14746954321959
violence,21.861307825956036
voluntary,8.940604037888932
vote,16.913655519245324
wage,13.026432607832076
waive,11.26933055638187
waiver,18.457763300311022
water,36.01405686478231
way,11.106656369159213
website,20.701090061838375
well,9.408729704182933
woman,29.611538311953858
work,36.8247155791507
worker,19.740694732439238
workforce,18.41255580973001
write,16.07007460522068
writing,4.790543501782949
